"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G"
"23","Renaldo Balkman","SF",22,"NYK",68,1,15.6,2,4,0.505,0.1,0.4,0.185,2,3.6,0.54,0.515,0.8,1.3,0.567,1.4,2.9,4.3,0.6,0.8,0.6,0.7,2.1,4.9
"24","Marcus Banks","PG",25,"PHO",45,1,11.2,1.9,4.4,0.429,0.1,0.6,0.172,1.8,3.7,0.473,0.441,1.1,1.3,0.8,0.2,0.6,0.8,1.3,0.5,0.1,0.9,1.6,4.9
"25","Leandro Barbosa","SG",24,"PHO",80,18,32.7,6.6,13.9,0.476,2.4,5.5,0.434,4.2,8.4,0.504,0.562,2.5,2.9,0.845,0.3,2.4,2.7,4,1.2,0.2,1.8,2.6,18.1
"26","J.J. Barea","PG",22,"DAL",33,1,5.8,0.8,2.4,0.359,0.2,0.6,0.286,0.7,1.7,0.386,0.397,0.5,0.7,0.667,0.2,0.5,0.8,0.7,0,0,0.4,0.6,2.4
"27","Andrea Bargnani","PF",21,"TOR",65,2,25.1,4.1,9.6,0.427,1.5,4.1,0.373,2.6,5.5,0.468,0.507,1.8,2.2,0.824,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8,11.6
"28","Matt Barnes","PF",26,"GSW",76,23,23.9,3.6,8.3,0.438,1.4,3.8,0.366,2.2,4.4,0.5,0.522,1.2,1.6,0.732,1.2,3.4,4.6,2.1,1,0.5,1.4,2.5,9.8
"29","Andre Barrett","PG",24,"CHI",6,0,4.8,0.7,1.3,0.5,0,0,0.0,0.7,1.3,0.5,0.5,0,0,0.0,0.2,0.7,0.8,1.2,0,0,0.7,0.7,1.3
"30","Earl Barron","C",25,"MIA",28,0,7.3,0.9,3,0.289,0,0,0,0.9,2.9,0.293,0.289,0.6,0.6,0.944,0.7,0.8,1.5,0.2,0.2,0.1,0.4,0.8,2.3
"31","Brent Barry","SG",35,"SAS",75,28,21.7,2.7,5.7,0.475,1.7,3.8,0.446,1,1.8,0.536,0.626,1.4,1.6,0.88,0.2,1.9,2.1,1.8,0.7,0.2,0.8,1.2,8.5
"32","Brandon Bass","PF",21,"NOK",21,3,7.7,0.7,2.1,0.341,0,0,0,0.7,2,0.349,0.341,0.6,0.8,0.75,0.6,1.4,2,0.1,0.1,0.1,0.5,0.8,2
"33","Maceo Baston","PF",31,"IND",47,2,8.6,1,1.6,0.645,0.1,0.1,0.429,1,1.5,0.667,0.664,0.8,1,0.787,0.4,1.1,1.6,0.3,0.3,0.4,0.7,1.4,2.9
"34","Esteban Batista","PF",23,"ATL",13,0,6.2,0.6,1.2,0.5,0,0,0.0,0.6,1.2,0.5,0.5,0.3,0.5,0.571,0.5,1.8,2.3,0.3,0.2,0,0.3,1,1.5
"35","Tony Battie","PF",30,"ORL",66,66,23.9,2.7,5.5,0.489,0,0,0,2.7,5.4,0.49,0.489,0.8,1.2,0.675,1.4,3.8,5.2,0.5,0.4,0.5,0.9,2.8,6.1
"36","Shane Battier","SF",28,"HOU",82,82,36.4,3.6,8,0.446,1.9,4.5,0.421,1.6,3.4,0.48,0.567,1.1,1.4,0.779,0.8,3.3,4.1,2.1,1,0.7,0.9,2.3,10.1
"37","Charlie Bell","SG",27,"MIL",82,64,34.7,5.2,11.9,0.437,1.5,4.4,0.352,3.6,7.5,0.488,0.503,1.6,2,0.78,0.7,2.2,2.9,3,1.2,0,1.3,2.6,13.5
"38","Raja Bell","SG",30,"PHO",78,78,37.4,5.3,12.2,0.432,2.6,6.4,0.413,2.6,5.8,0.452,0.539,1.5,1.9,0.776,0.6,2.6,3.2,2.5,0.6,0.3,1.1,3,14.7
"39","Mike Bibby","PG",28,"SAC",82,82,34,5.7,14.2,0.404,2.1,5.9,0.36,3.6,8.4,0.435,0.478,3.5,4.2,0.83,0.5,2.7,3.2,4.7,1.1,0.1,2.4,1.7,17.1
"40","Andris Biedrins","C",20,"GSW",82,63,29,4.2,7.1,0.599,0,0,0.0,4.2,7.1,0.599,0.599,1.1,2,0.521,3.1,6.2,9.3,1.1,0.8,1.7,1.5,3.7,9.5
"41","Chauncey Billups","PG",30,"DET",70,70,36.2,5,11.6,0.427,1.6,4.5,0.345,3.4,7.1,0.479,0.494,5.5,6.2,0.883,0.3,3.1,3.4,7.2,1.2,0.2,2,2.3,17
"42","Steve Blake","PG",26,"MIL",33,2,17.7,1.4,3.9,0.349,0.6,2.1,0.279,0.8,1.8,0.426,0.422,0.3,0.6,0.55,0.2,1.2,1.4,2.5,0.3,0.1,0.8,1.5,3.6
"43","Steve Blake","PG",26,"DEN",49,40,33.5,3.3,7.8,0.432,1,2.9,0.343,2.4,4.9,0.483,0.495,0.7,0.9,0.727,0.3,2.2,2.5,6.6,1,0.1,2.1,1.5,8.3
"44","Will Blalock","PG",23,"DET",14,0,11.9,0.6,2.1,0.3,0.1,0.4,0.2,0.6,1.8,0.32,0.317,0.4,0.4,1,0.4,0.6,1.1,1.2,0.4,0,0.9,0.6,1.8
"45","Andray Blatche","PF",20,"WAS",56,13,12.2,1.5,3.5,0.437,0.1,0.5,0.148,1.5,3,0.482,0.447,0.5,0.9,0.612,1.4,2,3.4,0.7,0.3,0.6,0.9,1.7,3.7
"46","Mark Blount","C",31,"MIN",82,81,31,5.2,10.2,0.509,0.1,0.4,0.29,5.1,9.9,0.517,0.514,1.8,2.4,0.754,1.7,4.5,6.2,0.8,0.5,0.7,1.9,2.9,12.3
"47","Keith Bogans","SG",26,"ORL",59,18,16.8,1.7,4.2,0.404,0.9,2.3,0.387,0.8,1.8,0.426,0.512,0.8,1.1,0.746,0.3,1.3,1.6,1,0.5,0,0.8,1.7,5.1
"48","Andrew Bogut","C",22,"MIL",66,66,34.2,5.3,9.5,0.553,0,0.1,0.2,5.3,9.5,0.556,0.554,1.7,2.9,0.577,2.5,6.3,8.8,3,0.7,0.5,2.3,3.3,12.3
"49","Matt Bonner","PF",26,"SAS",56,0,11.7,1.9,4.2,0.447,0.6,1.7,0.383,1.3,2.6,0.49,0.523,0.5,0.7,0.711,1.1,1.6,2.8,0.4,0.3,0.2,0.4,1.2,4.9
"50","Josh Boone","PF",22,"NJN",61,0,11,1.6,2.8,0.579,0,0,0.0,1.6,2.8,0.579,0.579,0.9,1.7,0.544,1,1.8,2.9,0.2,0.2,0.3,0.5,1.5,4.2
"51","Calvin Booth","C",30,"WAS",44,1,8.6,0.7,1.5,0.47,0,0,0.5,0.7,1.5,0.469,0.477,0.1,0.2,0.6,0.6,1.2,1.8,0.4,0.1,0.7,0.2,1.6,1.6
"52","Carlos Boozer","PF",25,"UTA",74,74,34.6,8.7,15.6,0.561,0,0,0.0,8.7,15.6,0.561,0.561,3.4,5,0.685,3.2,8.5,11.7,3,0.9,0.3,2.6,2.9,20.9
"53","Chris Bosh","C",22,"TOR",69,69,38.5,7.9,15.9,0.496,0.2,0.5,0.343,7.7,15.3,0.501,0.502,6.7,8.6,0.785,2.7,8,10.7,2.5,0.6,1.3,2.6,2.4,22.6
"54","Bruce Bowen","SF",35,"SAS",82,82,30,2.3,5.7,0.405,1.1,2.8,0.384,1.2,2.9,0.426,0.5,0.5,0.9,0.589,0.3,2.4,2.7,1.4,0.8,0.3,0.8,2.1,6.2
"55","Earl Boykins","PG",30,"DEN",31,4,28.3,5,12.2,0.413,1.3,3.5,0.373,3.7,8.6,0.429,0.467,3.8,4.2,0.908,0.7,1.3,2,4.3,0.8,0.1,1.7,1,15.2
"56","Earl Boykins","PG",30,"MIL",35,19,33,4.8,11.2,0.427,1.5,3.7,0.419,3.2,7.5,0.431,0.496,2.9,3.3,0.886,0.7,1.4,2.2,4.5,0.9,0,1.9,1.7,14
"57","Cedric Bozeman","SG",23,"ATL",23,5,8.7,0.5,1.7,0.282,0.1,0.6,0.154,0.4,1.1,0.346,0.308,0.1,0.3,0.333,0.1,0.9,1,0.4,0.2,0.1,0.4,1.4,1.1
"58","Elton Brand","PF",27,"LAC",80,80,38.5,8.1,15.1,0.533,0,0,1,8.1,15.1,0.532,0.533,4.4,5.8,0.761,3.4,6,9.3,2.9,1,2.2,2.5,3,20.5
"59","Ronnie Brewer","SG",21,"UTA",56,14,12.1,1.8,3.4,0.528,0,0.2,0,1.8,3.3,0.554,0.528,1,1.5,0.675,0.7,0.7,1.3,0.4,0.7,0.1,0.4,0.8,4.6
"60","Primoz Brezec","C",27,"CHA",58,40,14.4,2.1,4.7,0.445,0,0.1,0.333,2.1,4.7,0.446,0.447,0.7,1.2,0.632,1.4,1.8,3.2,0.4,0.2,0.4,0.7,2.8,5
"61","Andre Brown","PF",25,"SEA",38,0,7.1,1.1,1.9,0.568,0,0,0,1.1,1.9,0.575,0.568,0.2,0.4,0.6,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0.7,2.4
"62","Dee Brown","PG",22,"UTA",49,0,9.2,0.7,2,0.327,0.1,0.6,0.214,0.5,1.4,0.371,0.357,0.5,0.8,0.649,0.2,0.7,0.8,1.7,0.4,0.1,0.6,1,1.9
"63","Devin Brown","SG",28,"NOK",58,49,28.7,4,9.6,0.42,1.4,3.9,0.357,2.6,5.7,0.463,0.493,2.1,2.7,0.794,0.9,3.4,4.3,2.6,0.8,0.2,1.6,2.4,11.6
"64","Kwame Brown","C",24,"LAL",41,28,27.6,3.5,5.9,0.591,0,0,0,3.5,5.9,0.593,0.591,1.4,3.3,0.44,2,4,6,1.8,1,1.2,1.9,3,8.4
"65","P.J. Brown","PF",37,"CHI",72,49,20.2,2.4,5.8,0.407,0,0,0,2.4,5.8,0.409,0.407,1.3,1.7,0.787,1.8,3,4.8,0.7,0.3,0.7,1.2,2.6,6.1
"66","Shannon Brown","SG",21,"CLE",23,5,8.8,1.2,3.2,0.378,0.3,1.1,0.28,0.9,2.1,0.429,0.426,0.4,0.6,0.714,0.3,0.7,0.9,0.4,0.3,0.1,0.6,1,3.2
"67","Kobe Bryant","SG",28,"LAL",77,77,40.8,10.6,22.8,0.463,1.8,5.2,0.344,8.8,17.6,0.497,0.502,8.7,10,0.868,1,4.7,5.7,5.4,1.4,0.5,3.3,2.7,31.6
"68","Greg Buckner","SG",30,"DAL",76,11,18.1,1.6,3.9,0.411,0.4,1.4,0.311,1.2,2.6,0.464,0.465,0.4,0.4,0.794,0.5,1.6,2.1,0.9,0.6,0.1,0.5,2,4
"69","Pat Burke","C",33,"PHO",23,0,7.1,1,2.8,0.354,0.3,1,0.273,0.7,1.9,0.395,0.4,0.3,0.6,0.615,0.5,1.5,2,0.2,0.1,0.1,0.3,0.8,2.6
"70","Caron Butler","SF",26,"WAS",63,63,39.3,7.2,15.5,0.463,0.3,1.1,0.25,6.9,14.3,0.48,0.472,4.5,5.2,0.863,2.3,5.1,7.4,3.7,2.1,0.3,2.9,3,19.1
"71","Jackie Butler","C",21,"SAS",11,2,9.4,1.5,3.2,0.457,0,0,0.0,1.5,3.2,0.457,0.457,0.8,0.9,0.9,0.5,1.5,2,0.5,0.2,0,0.9,1.5,3.7
"72","Rasual Butler","SF",27,"NOK",81,38,27.4,3.9,9.7,0.398,1.7,4.5,0.369,2.2,5.2,0.424,0.484,0.7,1.1,0.644,0.5,2.6,3.2,0.8,0.5,0.7,0.8,1.8,10.1
"73","Andrew Bynum","C",19,"LAL",82,53,21.9,3,5.4,0.558,0,0,0,3,5.4,0.561,0.558,1.7,2.6,0.668,1.7,4.2,5.9,1.1,0.1,1.6,1.4,3,7.8
"74","Jose Calderon","PG",25,"TOR",77,11,21,3.4,6.6,0.521,0.3,1,0.333,3.1,5.6,0.553,0.546,1.5,1.9,0.818,0.3,1.5,1.7,5,0.8,0.1,1.4,1.8,8.7
"75","Marcus Camby","C",32,"DEN",70,70,33.8,4.5,9.4,0.473,0,0,0,4.5,9.4,0.475,0.473,2.3,3.2,0.729,2.3,9.3,11.7,3.2,1.2,3.3,1.7,2.6,11.2
"76","Brian Cardinal","PF",29,"MEM",28,1,11.2,1.5,3,0.494,0.6,1.6,0.409,0.9,1.5,0.585,0.6,0.9,1,0.926,0.5,1.6,2.1,1.1,0.8,0,0.8,1.5,4.5
"77","Rodney Carney","SF",22,"PHI",67,35,17.4,2.7,5.9,0.464,0.4,1.1,0.347,2.3,4.8,0.491,0.496,0.8,1.3,0.609,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.8,6.6
"78","Matt Carroll","SG",26,"CHA",72,47,26.1,4,9.1,0.433,1.5,3.7,0.416,2.4,5.4,0.445,0.517,2.6,2.9,0.904,0.5,2.4,2.9,1.3,0.7,0.1,1,2.4,12.1
"79","Anthony Carter","PG",31,"DEN",2,0,18.5,1.5,4,0.375,0,1,0,1.5,3,0.5,0.375,0,0,0.0,0,1.5,1.5,5.5,0,0.5,3,2,3
"80","Vince Carter","SG",30,"NJN",82,82,38.1,8.9,19.5,0.454,1.9,5.3,0.357,7,14.2,0.491,0.503,5.6,7,0.802,1.4,4.6,6,4.8,1,0.4,2.6,3.2,25.2
"81","Sam Cassell","PG",37,"LAC",58,30,24.3,4.5,10.8,0.418,0.6,1.9,0.294,3.9,8.9,0.444,0.443,2.8,3.1,0.879,0.5,2.4,2.9,4.7,0.5,0.1,1.7,2.2,12.3
"82","Kelvin Cato","C",32,"NYK",18,0,5.3,0.4,1.2,0.318,0,0,0.0,0.4,1.2,0.318,0.318,0.4,0.7,0.667,0.7,1.1,1.7,0,0.2,0.6,0.3,0.6,1.2
"83","Tyson Chandler","C",24,"NOK",73,73,34.6,4,6.4,0.624,0,0,0,4,6.4,0.625,0.624,1.5,2.8,0.527,4.4,8,12.4,0.9,0.5,1.8,1.7,3.3,9.5
"84","Josh Childress","SG",23,"ATL",55,13,36.8,4.7,9.4,0.504,0.5,1.4,0.338,4.3,8,0.533,0.529,3,3.8,0.795,2.2,3.9,6.2,2.3,1.1,0.7,1.5,2.1,13
"85","Doug Christie","SG",36,"LAC",7,0,11.7,0.7,2.4,0.294,0.1,0.9,0.167,0.6,1.6,0.364,0.324,0.3,0.4,0.667,0.4,1.1,1.6,1.1,0.4,0.1,0.7,1.6,1.9
"86","Speedy Claxton","PG",28,"ATL",42,31,25.1,2.2,6.6,0.327,0.1,0.7,0.214,2,6,0.34,0.338,0.8,1.4,0.55,0.3,1.6,1.9,4.4,1.7,0.1,1.8,3.1,5.3
"87","Jarron Collins","C",28,"UTA",82,9,11.1,0.9,2.1,0.441,0,0,0.0,0.9,2.1,0.441,0.441,0.7,1,0.651,0.9,1.2,2.1,0.7,0.2,0.1,0.5,1.8,2.5
"88","Jason Collins","PF",28,"NJN",80,78,23.1,0.7,1.9,0.364,0,0,0,0.7,1.9,0.369,0.364,0.7,1.6,0.465,1.1,2.8,4,0.6,0.5,0.5,0.9,3.4,2.1
"89","Mardy Collins","SF",22,"NYK",52,9,14.9,1.7,4.4,0.382,0.3,0.9,0.277,1.4,3.5,0.409,0.41,0.9,1.6,0.585,0.5,1.5,2,1.6,0.6,0.1,1.1,1.4,4.5
"90","Nick Collison","C",26,"SEA",82,56,29,3.9,7.8,0.5,0,0,0,3.9,7.7,0.502,0.5,1.9,2.4,0.774,2.8,5.3,8.1,1,0.6,0.8,1.5,3.5,9.6
"91","Will Conroy","SG",24,"MEM",3,0,5.7,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.3,0.3,0.7,0.3,0,0,0,0.3,0
"92","Will Conroy","PG",24,"LAC",4,0,8.8,0,0.8,0,0,0,0.0,0,0.8,0,0,0,1,0,0.5,0.8,1.3,2,0,0,0.5,1.5,0
"93","Brian Cook","PF",26,"LAL",65,24,15.7,2.8,6.3,0.453,0.7,1.8,0.4,2.1,4.5,0.474,0.51,0.5,0.7,0.723,0.9,2.4,3.3,1,0.4,0.4,0.8,2.1,6.9
"94","Jamal Crawford","SG",26,"NYK",59,36,37.3,6,15,0.4,1.7,5.5,0.32,4.3,9.6,0.445,0.458,3.9,4.6,0.838,0.7,2.5,3.2,4.4,1,0.1,2.7,1.9,17.6
"95","Austin Croshere","PF",31,"DAL",61,2,11.9,1.3,3.6,0.351,0.4,1.5,0.286,0.9,2.1,0.397,0.41,0.7,0.9,0.865,0.5,2.5,3,0.7,0.2,0.1,0.5,1.1,3.7
"96","Eddy Curry","C",24,"NYK",81,81,35.2,7.2,12.5,0.576,0,0,1,7.2,12.5,0.575,0.576,5,8.1,0.615,2.4,4.6,7,0.8,0.4,0.5,3.6,3.3,19.5
"97","Samuel Dalembert","C",25,"PHI",82,82,30.9,4.3,8,0.541,0,0,0,4.3,8,0.543,0.541,2,2.7,0.746,2.9,6,8.9,0.8,0.6,1.9,2,3.5,10.7
"98","Erick Dampier","C",31,"DAL",76,73,25.2,2.8,4.4,0.626,0,0,0.0,2.8,4.4,0.626,0.626,1.6,2.5,0.623,2.9,4.6,7.4,0.6,0.3,1.1,1.4,3.1,7.1
"99","Antonio Daniels","SG",31,"WAS",80,8,22,2.2,4.9,0.442,0.2,0.8,0.302,1.9,4.1,0.469,0.467,2.6,3.1,0.832,0.2,1.7,1.9,3.6,0.5,0.1,0.9,1,7.1
"100","Marquis Daniels","SG",26,"IND",45,4,17.8,2.9,6.2,0.459,0.1,0.6,0.231,2.7,5.7,0.482,0.47,1.2,1.8,0.7,0.6,1.2,1.8,1.3,0.6,0.2,1.2,1.2,7.1
"101","Baron Davis","PG",27,"GSW",63,62,35.3,7.2,16.3,0.439,1.3,4.4,0.304,5.8,11.9,0.489,0.48,4.4,5.9,0.745,0.8,3.6,4.4,8.1,2.1,0.5,3.1,2.9,20.1
"102","Dale Davis","C",37,"DET",46,6,10.1,0.7,1.6,0.446,0,0,0.0,0.7,1.6,0.446,0.446,0.4,0.6,0.654,1.3,1.7,3,0.3,0.2,0.7,0.3,1.3,1.8
"103","Paul Davis","C",22,"LAC",31,0,5.8,0.7,1.7,0.423,0,0,0.0,0.7,1.7,0.423,0.423,0.2,0.3,0.7,0.7,0.7,1.4,0.2,0.2,0.2,0.3,0.9,1.6
"104","Ricky Davis","SF",27,"MIN",81,81,37.3,6.2,13.4,0.465,1.5,3.8,0.397,4.7,9.6,0.492,0.521,3,3.5,0.839,0.7,3.2,3.9,4.8,1,0.3,2.6,2.3,17
"105","Carlos Delfino","SG",24,"DET",82,1,16.7,1.9,4.6,0.415,0.6,1.7,0.333,1.3,2.9,0.462,0.476,0.9,1.1,0.787,0.8,2.4,3.2,1.1,0.6,0.1,0.7,1.2,5.2
"106","Luol Deng","SF",21,"CHI",82,82,37.5,7.7,14.9,0.517,0,0.1,0.143,7.7,14.8,0.519,0.518,3.4,4.4,0.777,1.8,5.3,7.1,2.5,1.2,0.6,1.9,2,18.8
"107","Boris Diaw","PF",24,"PHO",73,59,31.1,4.2,7.8,0.538,0.2,0.6,0.333,4,7.2,0.555,0.551,1.1,1.6,0.683,1.2,3.1,4.3,4.8,0.4,0.5,2.1,2.4,9.7
"108","Yakhouba Diawara","SG",24,"DEN",64,19,18.4,1.6,4.6,0.342,0.8,2.7,0.288,0.8,1.9,0.418,0.426,0.5,0.8,0.66,0.4,1.3,1.7,0.9,0.5,0.1,0.6,2.1,4.4
"109","Dan Dickau","PG",28,"POR",50,3,8.9,1.1,3,0.358,0.3,1.2,0.262,0.8,1.8,0.422,0.411,0.8,1.1,0.792,0.1,0.7,0.9,1.4,0.3,0,0.5,1.1,3.3
"110","Travis Diener","PG",24,"ORL",26,0,11.1,1.3,3.1,0.425,0.7,1.9,0.36,0.6,1.2,0.533,0.538,0.5,0.6,0.8,0.1,0.6,0.7,1.3,0.2,0,0.5,1,3.8
"111","Ike Diogu","PF",23,"GSW",17,0,13.1,2.6,4.9,0.53,0,0,0.0,2.6,4.9,0.53,0.53,2.1,2.6,0.795,1.2,2.5,3.7,0.3,0.2,0.6,1.1,2.1,7.2
"112","Ike Diogu","PF",23,"IND",42,2,12.8,2,4.4,0.454,0,0,0.0,2,4.4,0.454,0.454,1.8,2.3,0.802,1.3,2,3.3,0.5,0.1,0.4,1.2,2.1,5.8
"113","DeSagana Diop","C",25,"DAL",81,9,18.3,0.9,1.9,0.47,0,0,0,0.9,1.9,0.473,0.47,0.6,1.1,0.558,2,3.4,5.4,0.4,0.5,1.4,0.8,3,2.3
"114","Juan Dixon","SG",28,"POR",55,1,22.6,3.4,8.1,0.426,0.9,2.6,0.364,2.5,5.5,0.455,0.484,1.1,1.3,0.833,0.3,1.3,1.5,1.5,0.9,0.1,1.4,2,8.9
"115","Juan Dixon","SG",28,"TOR",26,5,26.3,4.2,10,0.425,1,3.2,0.325,3.2,6.8,0.472,0.477,1.6,1.7,0.932,0.4,2.4,2.8,1.6,1,0.1,0.9,2.5,11.1
"116","Michael Doleac","C",29,"MIA",56,0,12.5,1.5,3.1,0.469,0,0,0,1.5,3.1,0.471,0.469,0.6,0.7,0.878,0.8,2,2.8,0.4,0.3,0.3,0.5,1.7,3.6
"117","Keyon Dooling","SG",26,"ORL",66,2,21.7,2.8,6.9,0.41,0.5,1.5,0.323,2.4,5.5,0.434,0.444,1.7,2.1,0.809,0.3,1,1.3,1.7,0.8,0.2,1.1,1.9,7.9
"118","Quincy Douby","PG",22,"SAC",42,0,8.5,1.1,3,0.381,0.3,1.2,0.24,0.9,1.8,0.474,0.429,0.3,0.4,0.733,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0.5,2.8
"119","Chris Duhon","PG",24,"CHI",78,30,24.4,2.5,6.2,0.408,1.1,3.1,0.359,1.4,3.1,0.458,0.499,1,1.3,0.752,0.3,1.9,2.2,4,0.9,0.1,1.3,1.9,7.2
"120","Tim Duncan","C",30,"SAS",80,80,34.1,7.7,14.1,0.546,0,0.1,0.111,7.7,14,0.55,0.547,4.5,7.1,0.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20
"121","Mike Dunleavy","PF",26,"GSW",39,6,26.9,4.3,9.5,0.449,0.9,2.7,0.346,3.3,6.8,0.489,0.497,2,2.6,0.772,1,3.8,4.8,3,1,0.3,1.8,2.1,11.4
"122","Mike Dunleavy","SG",26,"IND",43,43,35.6,5.1,11.2,0.454,0.8,2.8,0.283,4.3,8.4,0.511,0.49,3.1,3.9,0.792,1,4.7,5.7,2.6,1.1,0.2,1.8,2.8,14
"123","Ronald Dupree","SF",26,"DET",19,0,4.9,0.6,1.6,0.355,0,0,0.0,0.6,1.6,0.355,0.355,0.2,0.5,0.333,0.3,0.6,0.9,0.3,0.3,0.1,0.2,0.6,1.3
