"","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"11","Lance Allred","C",26,"CLE",3,10,-1,0.307,0,0.5,0,11.8,5.7,0,0,0,0,22.1,0.0,0,0,0,-0.125,0.0,-12.6,-7.1,-19.7,0
"12","Morris Almond","SG",22,"UTA",9,39,2,0.368,0.267,0.4,0,6.2,3.1,10.5,1.3,0,10.2,22.5,0.0,-0.1,0,-0.1,-0.081,0.0,-6.9,-4,-11,-0.1
"13","Rafer Alston","PG",31,"HOU",74,2526,13.2,0.492,0.44,0.148,1.3,10.2,5.8,25.2,2.1,0.5,14,20.7,0.0,1,4,5,0.095,0.0,0.2,0.7,1,1.9
"14","Lou Amundson","PF",25,"PHI",16,64,7.4,0.472,0,0.438,12.9,9.4,11.1,0,0.8,1.2,9.5,14.9,0.0,0,0,0.1,0.043,0.0,-4.5,-4.3,-8.8,-0.1
"15","Chris Andersen","C",29,"NOH",5,34,6.1,0.342,0,0.571,6.7,24.6,15.5,0,0,9.2,10.2,13.3,0.0,-0.1,0.1,0,0.012,0.0,-10.4,0.8,-9.6,-0.1
"16","Derek Anderson","SG",33,"CHA",28,396,10,0.497,0.416,0.304,2.6,12.6,7.5,17.8,1.6,0.2,15,19.3,0.0,0,0.3,0.3,0.032,0.0,-1.9,-1.8,-3.7,-0.2
"17","Carmelo Anthony","SF",23,"DEN",77,2806,21.1,0.568,0.111,0.398,7,14.9,11,16.1,1.7,1,12.7,30.2,0.0,5.2,3,8.2,0.14,0.0,2.2,-0.6,1.6,2.6
"18","Joel Anthony","PF",25,"MIA",24,498,8.8,0.521,0,0.817,9,13.4,11.2,0.9,1,5,17.2,9.4,0.0,0.1,0.4,0.6,0.054,0.0,-4.8,1.4,-3.4,-0.2
"19","Gilbert Arenas","PG",26,"WAS",13,425,18.2,0.529,0.398,0.49,1.6,12.8,7,27.4,2.9,0.2,17.1,31.1,0.0,0.2,0.4,0.6,0.07,0.0,2.3,-1.6,0.7,0.3
"20","Trevor Ariza","SF",22,"ORL",11,115,12.7,0.479,0.097,0.484,5.2,18.3,12,10.7,2.2,1.9,11.7,17,0.0,0,0.2,0.2,0.085,0.0,-3.4,1.9,-1.5,0
"21","Trevor Ariza","SF",22,"LAL",24,431,17.1,0.594,0.143,0.571,6.7,14.6,10.8,12,3,1.3,12,15.3,0.0,0.9,0.7,1.6,0.176,0.0,0.9,1.8,2.7,0.5
"22","Darrell Armstrong","PG",39,"NJN",50,549,8.7,0.499,0.627,0.273,3.6,10.6,7.1,20.5,2.7,0.3,25,13.7,0.0,-0.2,0.5,0.3,0.024,0.0,-2.6,-0.4,-3,-0.1
"23","Hilton Armstrong","C",23,"NOH",65,732,7.7,0.498,0,0.473,10.1,16,13,4.4,1.1,3.6,24.8,15.1,0.0,-0.5,1,0.5,0.032,0.0,-5.1,1.8,-3.3,-0.2
"24","Carlos Arroyo","PG",28,"ORL",62,1269,12.8,0.547,0.241,0.293,0.9,9,5.1,26.6,1.1,0.1,16.4,17,0.0,1.7,1.1,2.8,0.107,0.0,-0.8,-1.4,-2.2,-0.1
"25","Chucky Atkins","SG",33,"DEN",24,352,8.9,0.449,0.648,0.074,0.9,8.4,4.8,18.7,1.2,0.2,7.4,16.4,0.0,0.1,0.2,0.3,0.04,0.0,-1.1,-2.9,-4,-0.2
"26","James Augustine","PF",23,"ORL",25,149,10.8,0.533,0,0.235,12.9,10.4,11.6,2.1,1.7,1,13.8,13.4,0.0,0.1,0.2,0.3,0.098,0.0,-2.2,-0.3,-2.6,0
"27","Kelenna Azubuike","SG",24,"GSW",81,1732,13.5,0.534,0.332,0.235,6.4,14,10,6.1,1.3,1.4,8.2,17.2,0.0,2.3,1.1,3.4,0.094,0.0,-0.3,-1.2,-1.5,0.2
"28","Renaldo Balkman","SF",23,"NYK",65,952,11.5,0.492,0.065,0.511,9.6,16.4,12.9,6.5,2.4,2.4,14,12.5,0.0,0.4,0.9,1.3,0.065,0.0,-2.4,1.8,-0.6,0.3
"29","Marcus Banks","PG",26,"PHO",24,310,10.1,0.539,0.596,0.147,1.2,5.7,3.6,11.3,1.3,1.7,12.1,19.1,0.0,0.1,0.2,0.3,0.046,0.0,-0.4,-2.2,-2.6,0
"30","Marcus Banks","PG",26,"MIA",12,259,15.5,0.631,0.451,0.232,0.5,11.3,5.8,25.5,1.2,1.5,18.9,20.4,0.0,0.4,0.1,0.5,0.093,0.0,0.7,-2.2,-1.5,0
"31","Leandro Barbosa","SG",25,"PHO",82,2421,15.8,0.575,0.413,0.209,2,8.2,5.4,13.5,1.5,0.5,9.5,22.8,0.0,3.9,1.6,5.5,0.109,0.0,2.4,-1.8,0.6,1.6
"32","J.J. Barea","PG",23,"DAL",44,460,11.7,0.515,0.318,0.206,1,10.5,5.9,20.6,1.6,0.2,15.9,22.3,0.0,0,0.5,0.5,0.052,0.0,-1.5,-1.8,-3.2,-0.1
"33","Andrea Bargnani","PF",22,"TOR",78,1861,10.6,0.495,0.36,0.233,3.2,15.2,9.2,7.4,0.7,1.6,9.9,22.5,0.0,-0.3,1.6,1.4,0.036,0.0,-1.9,-1.2,-3,-0.5
"34","Matt Barnes","PF",27,"GSW",73,1414,12.9,0.51,0.41,0.179,6.8,18.1,12.3,13.5,1.6,1.9,15.1,16.7,0.0,1,1.3,2.3,0.077,0.0,-0.7,0.5,-0.2,0.6
"35","Andre Barrett","PG",25,"LAC",4,25,12.5,0.51,0.6,0.4,0,4.7,2.3,44.3,0,0,14.5,12.7,0.0,0,0,0,0.078,0.0,-2.1,-8.4,-10.5,-0.1
"36","Earl Barron","C",26,"MIA",46,889,9.4,0.446,0.04,0.266,8.9,17.9,13.3,5.8,1.1,0.7,11.6,22,0.0,-1,0.6,-0.4,-0.019,0.0,-5.5,-2.2,-7.7,-1.3
"37","Brent Barry","SF",36,"SAS",31,554,16.7,0.655,0.7,0.125,2.6,9,5.9,16.1,1.7,0.4,9.6,16.1,0.0,1.5,0.8,2.3,0.203,0.0,3.7,-0.1,3.6,0.8
"38","Brandon Bass","C",22,"DAL",79,1557,15.9,0.564,0.008,0.4,9.2,16.3,12.9,6.1,0.8,2.3,12.4,19.8,0.0,2.4,1.9,4.3,0.132,0.0,-1,0,-1,0.4
"39","Maceo Baston","PF",32,"TOR",15,103,17.6,0.697,0,0.4,10.3,19.7,14.9,4.6,1,3.2,12,15.3,0.0,0.3,0.1,0.4,0.201,0.0,0.4,0.4,0.8,0.1
"40","Shane Battier","SF",29,"HOU",80,2907,11.7,0.561,0.596,0.163,5.2,10.5,7.9,8,1.4,2.3,10.5,11.7,0.0,3.6,4.6,8.2,0.135,0.0,0.8,3,3.8,4.3
"41","Marco Belinelli","PG",21,"GSW",33,241,8.2,0.49,0.441,0.097,1.3,5.1,3.1,8.8,1,0,11,19.1,0.0,0,0,0,-0.002,0.0,-2.8,-4.3,-7.2,-0.3
"42","Charlie Bell","SG",28,"MIL",68,1628,10.9,0.49,0.447,0.179,2.1,10.3,6,19.9,1.7,0.1,12.7,16.6,0.0,1,0.3,1.3,0.038,0.0,-0.5,-2.2,-2.7,-0.3
"43","Raja Bell","SG",31,"PHO",75,2646,10.5,0.561,0.583,0.121,2.2,9,5.9,8.6,1,0.7,7.6,14.5,0.0,3,1.5,4.5,0.082,0.0,1.7,-0.4,1.3,2.2
"44","Mike Bibby","PG",29,"SAC",15,473,13.5,0.494,0.318,0.161,2.8,11,7,26.3,2,0.3,15.6,23,0.0,0,0.3,0.3,0.035,0.0,0.1,-1.7,-1.6,0.1
"45","Mike Bibby","PG",29,"ATL",33,1100,14.9,0.526,0.455,0.168,0.5,10.4,5.5,32.9,1.7,0.1,15.5,21.5,0.0,1.1,0.6,1.7,0.076,0.0,1.7,-2.6,-0.8,0.3
"46","Andris Biedrins","C",21,"GSW",76,2078,19.2,0.637,0,0.344,12.7,26.2,19.1,5.2,1.3,3.3,12,14.4,0.0,5.4,2.6,8,0.185,0.0,0.6,1.2,1.8,2
"47","Chauncey Billups","PG",31,"DET",78,2522,23.6,0.619,0.39,0.498,2,8.1,5,34.7,2.2,0.5,13,23,0.0,10.2,3.4,13.5,0.257,0.0,6.8,-0.7,6.1,5.2
"48","Steve Blake","PG",27,"POR",81,2424,12,0.518,0.466,0.1,1.5,7.9,4.7,27.1,1.2,0.1,14.5,15.3,0.0,2.5,1.3,3.8,0.075,0.0,0.6,-1.4,-0.8,0.7
"49","Andray Blatche","PF",21,"WAS",82,1675,15.5,0.512,0.024,0.287,11.2,18.8,14.9,9.2,1.7,5.7,15.6,19.7,0.0,0.8,2.1,3,0.085,0.0,-1.9,2.4,0.5,1
"50","Mark Blount","C",32,"MIA",69,1542,11.4,0.505,0.085,0.268,5.3,15.3,10.2,4.8,1.1,1.8,10.8,19.8,0.0,-0.3,1,0.7,0.021,0.0,-4.1,-1.3,-5.4,-1.3
"51","Keith Bogans","SG",27,"ORL",82,2198,10.9,0.559,0.696,0.187,2.3,11.3,7,7.1,1.4,0.3,7.7,14.4,0.0,2.6,2.3,4.9,0.106,0.0,1.2,0.1,1.3,1.8
"52","Andrew Bogut","C",23,"MIL",78,2720,17.5,0.532,0.008,0.354,10.2,23.4,16.5,12.4,1.2,3.9,14.1,20.2,0.0,2.6,2.3,4.8,0.085,0.0,-0.5,1.7,1.2,2.2
"53","Matt Bonner","PF",27,"SAS",68,853,12.4,0.525,0.471,0.151,7.4,19,13.3,6.2,0.9,1.5,11.2,19.6,0.0,0.5,1.5,2,0.11,0.0,-1.4,-0.2,-1.6,0.1
"54","Josh Boone","PF",23,"NJN",70,1773,14.8,0.543,0,0.5,12.5,20.8,16.6,5.3,1.1,2.7,11.4,15.4,0.0,1.9,1.8,3.7,0.1,0.0,-1.8,0.6,-1.2,0.3
"55","Calvin Booth","C",31,"PHI",31,204,7.1,0.382,0,0.37,3.5,18.8,11.1,5.4,1.6,7,11.3,7.8,0.0,-0.1,0.4,0.3,0.065,0.0,-6,4.9,-1.2,0
"56","Carlos Boozer","PF",26,"UTA",81,2827,21.9,0.581,0.001,0.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,0.0,5.9,4.3,10.2,0.173,0.0,1.9,1.3,3.2,3.7
"57","Chris Bosh","C",23,"TOR",67,2425,23.8,0.588,0.024,0.544,8.4,20.1,14.2,12.1,1.4,2.2,10.7,27.7,0.0,7,3.1,10.1,0.2,0.0,2.7,1,3.7,3.5
"58","Bruce Bowen","SF",36,"SAS",81,2448,7,0.527,0.502,0.161,1.6,9.6,5.6,5.5,1.2,0.7,9.1,9.9,0.0,0.9,3.4,4.4,0.085,0.0,-1.6,2.1,0.4,1.5
"59","Ryan Bowen","SF",32,"NOH",53,660,9.9,0.505,0.01,0.29,9.5,8.2,8.9,5.2,2.6,1.3,11.7,9,0.0,0.6,0.8,1.5,0.107,0.0,-1.3,2.5,1.2,0.5
"60","Earl Boykins","PG",31,"CHA",36,577,10,0.467,0.256,0.343,1.8,5,3.4,26,1.2,0,17.2,19,0.0,-0.1,0.1,0,0.001,0.0,-3.2,-3.9,-7.1,-0.7
"61","Elton Brand","PF",28,"LAC",8,274,18,0.523,0,0.412,8.8,18.2,13.5,11.2,0.6,4.1,11.2,25.5,0.0,0.2,0.3,0.5,0.08,0.0,-1.8,0.3,-1.5,0
"62","Corey Brewer","SF",21,"MIN",79,1803,8.3,0.429,0.074,0.226,5.1,13.9,9.4,9.1,2.2,1.1,14.3,15.6,0.0,-1.4,1.2,-0.2,-0.005,0.0,-3.9,0.8,-3.2,-0.5
"63","Ronnie Brewer","SG",22,"UTA",76,2088,18.4,0.612,0.079,0.405,5.7,7,6.4,9.7,3.2,0.7,8.5,17.5,0.0,5.4,2.4,7.8,0.178,0.0,3,0.9,3.9,3.1
"64","Primoz Brezec","C",28,"CHA",20,267,1.5,0.409,0,0.116,6,13,9.5,3.3,0,0.9,24.9,10.3,0.0,-0.4,0.1,-0.3,-0.054,0.0,-7.1,-1.1,-8.2,-0.4
"65","Primoz Brezec","C",28,"DET",17,98,10.8,0.705,0,1.077,8.5,14.7,11.6,6.2,1.1,1.6,20.7,11.6,0.0,0.2,0.1,0.3,0.148,0.0,-1,0.9,0,0
"66","Primoz Brezec","C",28,"TOR",13,110,10.2,0.508,0,0.553,9.6,9.8,9.7,1.4,0.5,1.5,7.8,22,0.0,0.1,0.1,0.2,0.072,0.0,-3.6,-3.7,-7.2,-0.1
"67","Aaron Brooks","PG",23,"HOU",51,608,13.1,0.535,0.484,0.218,2.5,7.9,5.2,23.5,1.1,0.6,15.1,21.8,0.0,0.6,0.8,1.4,0.112,0.0,0,-1.8,-1.8,0
"68","Andre Brown","PF",26,"MEM",33,286,13.5,0.502,0,0.628,14.4,21.8,18,4.4,1.2,1,12.3,17.7,0.0,0.2,0.2,0.4,0.068,0.0,-3.1,-2,-5.1,-0.2
"69","Devin Brown","SG",29,"CLE",78,1762,11.3,0.494,0.275,0.267,4.1,13.2,8.5,16.1,1.6,0.3,14.3,17.8,0.0,0.6,1.7,2.4,0.064,0.0,-1.8,-0.4,-2.2,-0.1
"70","Kwame Brown","C",25,"LAL",23,509,9.7,0.503,0,0.621,7,20.9,14.3,7.7,1.6,2.7,22,14.6,0.0,-0.3,0.8,0.5,0.047,0.0,-4.2,2.3,-1.9,0
"71","Kwame Brown","C",25,"MEM",15,204,11.1,0.482,0,0.872,10.9,20.5,15.7,12.3,1.5,1.4,20.6,14.8,0.0,0,0.2,0.1,0.034,0.0,-3.3,0.9,-2.4,0
"72","P.J. Brown","PF",38,"BOS",18,209,10.2,0.406,0.024,0.39,17.6,21,19.4,6.9,1.3,3.1,17.2,12.9,0.0,0,0.5,0.5,0.116,0.0,-3.5,3,-0.5,0.1
"73","Shannon Brown","SG",22,"CLE",15,218,8.1,0.433,0.261,0.207,2.5,7,4.7,14.1,2.4,0.4,13.6,29.2,0.0,-0.5,0.2,-0.2,-0.052,0.0,-4.7,-2.9,-7.6,-0.3
"74","Shannon Brown","SG",22,"CHI",6,22,-11.8,0.255,0.067,0.4,5,5.3,5.1,0,2.3,7.1,22.1,45.5,0.0,-0.3,0,-0.3,-0.592,0.0,-24.3,-4.7,-29,-0.2
"75","Kobe Bryant","SG",29,"LAL",82,3192,24.2,0.576,0.246,0.439,3.4,14.1,9,23.9,2.4,0.9,11.3,31.4,0.0,9.5,4.3,13.8,0.208,0.0,5.1,0.3,5.4,6
"76","Greg Buckner","SG",31,"MIN",31,520,7.2,0.489,0.427,0.188,2.2,12.7,7.2,10.8,2.1,0.3,18.6,13.5,0.0,-0.2,0.3,0.1,0.008,0.0,-2.9,-0.3,-3.2,-0.2
"77","Caron Butler","SF",27,"WAS",58,2314,20.7,0.558,0.196,0.278,4.6,15.4,9.8,21.9,3,0.7,12.4,24,0.0,4.8,2.4,7.2,0.15,0.0,3.7,1,4.7,3.9
"78","Rasual Butler","SF",28,"NOH",51,875,8.8,0.46,0.512,0.119,2.1,11.5,6.7,5.9,0.9,1.9,3.5,15.1,0.0,0.3,0.8,1.2,0.063,0.0,-1.9,-0.3,-2.2,0
"79","Andrew Bynum","C",20,"LAL",35,1008,22.6,0.659,0,0.397,12.1,26.6,19.6,9.6,0.6,5.1,13,17.5,0.0,3,1.8,4.8,0.23,0.0,1.7,2.7,4.5,1.6
"80","Jose Calderon","PG",26,"TOR",82,2484,20.5,0.607,0.26,0.17,1.6,9.7,5.6,42.3,1.9,0.2,14.2,16.8,0.0,8.1,2.2,10.2,0.197,0.0,4,-1.5,2.6,2.9
"81","Marcus Camby","C",33,"DEN",79,2758,17.2,0.498,0.031,0.318,9.2,31.1,20.3,12.9,1.5,7.3,14,13,0.0,2.6,5.9,8.5,0.148,0.0,-1.8,6.6,4.8,4.7
"82","Brian Cardinal","PF",30,"MEM",37,440,7.3,0.461,0.643,0.151,6.6,18,12.2,7.4,1.1,0.3,14.6,15.9,0.0,-0.2,0.2,0,0.003,0.0,-2.4,-1.8,-4.3,-0.3
"83","Rodney Carney","SF",23,"PHI",70,1039,12.1,0.478,0.306,0.207,5.7,11.4,8.5,5,2,1.8,7.4,20,0.0,0.4,1.2,1.6,0.075,0.0,-1.7,-1,-2.6,-0.2
"84","Matt Carroll","SG",27,"CHA",80,2016,10.7,0.554,0.409,0.234,1.9,11.1,6.4,5.8,1.2,0.7,8.2,16.1,0.0,1.9,1,3,0.071,0.0,-0.7,-1.5,-2.2,-0.1
"85","Anthony Carter","PG",32,"DEN",70,1960,12.8,0.531,0.271,0.179,1.5,9.4,5.5,27.4,2.6,1,19.5,13.8,0.0,1.6,2.2,3.8,0.092,0.0,-0.7,0.1,-0.6,0.7
"86","Vince Carter","SG",31,"NJN",76,2959,18.8,0.55,0.212,0.333,4.4,13.4,8.9,25.2,1.6,0.9,10.9,25.6,0.0,5.5,2.2,7.7,0.126,0.0,3.3,-0.3,3,3.8
"87","Sam Cassell","PG",38,"LAC",38,975,16.8,0.535,0.134,0.296,1.4,11.1,6.2,35,1.5,0.2,14.7,25.2,0.0,0.8,0.6,1.4,0.069,0.0,0.8,-2,-1.3,0.2
"88","Sam Cassell","PG",38,"BOS",17,299,11,0.461,0.169,0.192,2.1,9.8,6.2,19.9,1.6,0.8,11.9,24.9,0.0,-0.1,0.5,0.4,0.061,0.0,-3.4,-0.6,-4,-0.1
"89","Tyson Chandler","C",25,"NOH",79,2783,17.5,0.632,0.002,0.488,13.2,26.1,19.5,4.4,0.9,2.4,15.6,14.5,0.0,5.9,4.1,10,0.172,0.0,0.5,1.9,2.4,3.1
"90","Wilson Chandler","SF",20,"NYK",35,685,11.7,0.48,0.124,0.223,6.1,15.3,10.6,8.1,1.1,1.8,9.2,19.2,0.0,0.2,0.4,0.5,0.038,0.0,-2.6,-0.9,-3.5,-0.3
"91","Josh Childress","SF",24,"ATL",76,2274,17.8,0.647,0.105,0.48,9,10.2,9.6,8.5,1.6,1.4,12.4,15.8,0.0,6,1.5,7.6,0.16,0.0,2.5,0,2.4,2.5
"92","Jarron Collins","C",29,"UTA",70,702,6.1,0.515,0.012,0.902,7,13.1,10.1,6.8,0.7,0.7,16.1,8.7,0.0,0.5,0.5,1,0.07,0.0,-2.3,0.1,-2.2,0
"93","Jason Collins","C",29,"NJN",43,684,2,0.43,0,0.667,5.9,9.2,7.5,4,0.8,0.9,24.8,6.2,0.0,-0.3,0.3,0,-0.002,0.0,-5.3,0.5,-4.8,-0.5
"94","Jason Collins","C",29,"MEM",31,488,5.4,0.528,0.017,0.644,6.6,13.9,10.2,1.7,1.2,2.5,24.8,9.2,0.0,-0.2,0.3,0.1,0.015,0.0,-4.8,0.6,-4.2,-0.3
"95","Mardy Collins","SG",23,"NYK",46,634,5.9,0.378,0.183,0.217,3.3,10.4,6.7,21.4,2,1,22.6,17.5,0.0,-1.4,0.3,-1,-0.079,0.0,-5.7,-0.5,-6.2,-0.7
"96","Nick Collison","PF",27,"SEA",78,2223,15,0.537,0.003,0.261,12.5,23.3,17.9,7.9,1.1,1.9,14.2,16.2,0.0,2.2,2.3,4.5,0.098,0.0,-0.9,1.5,0.6,1.4
"97","Mike Conley","PG",20,"MEM",53,1381,12.6,0.502,0.206,0.278,1.7,9.7,5.6,25.3,1.6,0.1,15.2,18.8,0.0,0.6,0.5,1.1,0.038,0.0,-1.1,-1.8,-3,-0.3
"98","Brian Cook","PF",27,"LAL",6,70,1.2,0.308,0.476,0.19,6.6,9.1,7.9,5.6,1.4,0,14.9,16.9,0.0,-0.2,0.1,-0.1,-0.087,0.0,-6.3,-2,-8.3,-0.1
"99","Brian Cook","PF",27,"ORL",45,559,9.5,0.508,0.493,0.08,5.2,14.8,10.2,6.9,1,1.6,13.7,21,0.0,-0.2,0.7,0.5,0.044,0.0,-2.1,-1,-3.1,-0.2
"100","Daequan Cook","SG",20,"MIA",59,1441,7.9,0.48,0.463,0.111,1.6,13.3,7.4,9.1,0.8,0.5,10.5,19.8,0.0,-1,0.6,-0.4,-0.013,0.0,-2.8,-2.3,-5.1,-1.1
"101","Jamal Crawford","SG",27,"NYK",80,3190,16,0.528,0.355,0.274,1.3,6.3,3.7,22,1.3,0.4,11,24.6,0.0,4.6,0.4,5,0.076,0.0,2.5,-2.7,-0.2,1.5
"102","Javaris Crittenton","SG",20,"LAL",22,171,11,0.551,0.057,0.528,4.7,8.7,6.8,15.7,2.1,0,25.2,22.5,0.0,-0.1,0.2,0,0.013,0.0,-4.1,-1.4,-5.5,-0.2
"103","Javaris Crittenton","SG",20,"MEM",28,508,11,0.483,0.189,0.422,4.4,15.4,9.8,10.3,1.2,0.3,13.4,21.6,0.0,-0.2,0.2,0,0.001,0.0,-3.4,-2,-5.4,-0.4
"104","Austin Croshere","PF",32,"GSW",44,457,13.2,0.573,0.445,0.234,7.4,17.3,12.2,9,0.9,1,12.7,16,0.0,0.8,0.3,1.1,0.112,0.0,-0.1,-1.6,-1.7,0
"105","Eddy Curry","C",25,"NYK",59,1530,15,0.578,0,0.551,8,12.6,10.2,3.8,0.5,1.5,15.7,23.5,0.0,1.3,0.4,1.7,0.053,0.0,-1.9,-2.6,-4.5,-1
"106","Samuel Dalembert","C",26,"PHI",82,2724,15.6,0.556,0.002,0.398,13.1,24,18.5,2.5,0.8,5.6,16.6,15.4,0.0,2.6,4.3,6.9,0.121,0.0,-2.1,2.2,0.1,1.5
"107","Erick Dampier","C",32,"DAL",72,1755,15.3,0.645,0,0.527,14.1,21.2,17.8,5.4,0.7,4.4,19,11.2,0.0,3.3,2.8,6,0.165,0.0,0.4,3.1,3.4,2.4
"108","Antonio Daniels","PG",32,"WAS",71,2161,13.7,0.549,0.166,0.49,1.2,10,5.5,24,1.7,0.1,14.3,13.5,0.0,3.5,1,4.5,0.099,0.0,0,-1.2,-1.2,0.4
"109","Marquis Daniels","SG",27,"IND",74,1546,11.6,0.487,0.182,0.248,4.6,10.5,7.5,14.1,2.5,0.9,15.3,20.6,0.0,-0.7,1.6,0.9,0.028,0.0,-2.7,0.2,-2.5,-0.2
"110","Jermareo Davidson","SF",23,"CHA",38,322,9.8,0.437,0,0.224,7.5,14.7,11.1,6.9,1.1,3.5,11,21.9,0.0,-0.4,0.3,-0.1,-0.012,0.0,-6,-0.9,-7,-0.4
"111","Baron Davis","PG",28,"GSW",82,3196,19.8,0.523,0.344,0.278,3.1,10.1,6.4,29.7,2.9,1,11.9,25.6,0.0,5.9,2.8,8.7,0.131,0.0,3.7,-0.1,3.6,4.5
"112","Glen Davis","C",22,"BOS",69,940,11.3,0.545,0,0.679,12.8,13.5,13.2,4.6,1.7,1.7,18.5,17.4,0.0,0.6,1.9,2.5,0.128,0.0,-2.7,1.1,-1.6,0.1
"113","Paul Davis","PF",23,"LAC",22,194,9,0.389,0,0.154,14.8,13.2,14,8.8,1.6,2.3,11.5,18.6,0.0,-0.2,0.2,0,-0.007,0.0,-4.5,0.1,-4.4,-0.1
"114","Ricky Davis","SF",28,"MIA",82,2963,12,0.534,0.343,0.203,2.2,12.2,7.1,16.4,1.6,0.4,15.3,20,0.0,0.3,1.6,1.9,0.03,0.0,-0.6,-0.6,-1.2,0.6
"115","Carlos Delfino","SG",25,"TOR",82,1928,13.6,0.527,0.497,0.247,4,18.1,11,11.3,1.9,0.5,9.7,19,0.0,1.7,2.3,4,0.1,0.0,0.9,0.4,1.3,1.6
"116","Luol Deng","SF",22,"CHI",63,2128,17,0.528,0.025,0.296,7,14.2,10.4,13.2,1.4,1.1,10.6,23.6,0.0,2.4,1.9,4.4,0.098,0.0,0.2,-0.1,0.1,1.1
"117","Boris Diaw","PF",25,"PHO",82,2308,12,0.516,0.063,0.2,5.2,12.7,9.3,19,1.3,1.1,18.1,16.6,0.0,1.1,1.9,3,0.063,0.0,-1.3,0.9,-0.4,1
"118","Yakhouba Diawara","SG",25,"DEN",54,542,8.1,0.518,0.493,0.231,4.7,7.6,6.2,9.3,0.7,0.4,9.8,12.8,0.0,0.5,0.3,0.7,0.065,0.0,-1.3,-2.1,-3.4,-0.2
"119","Guillermo Diaz","SG",22,"LAC",6,18,9.9,0.403,0.25,1.25,12.7,0,6.4,8.5,0,0,0,15.9,0.0,0,0,0,0.033,0.0,-1.7,-4.3,-5.9,0
"120","Dan Dickau","PG",29,"LAC",67,1040,12.5,0.53,0.365,0.277,1.4,9.4,5.4,27.9,1.6,0.2,14.2,17.2,0.0,0.9,0.6,1.5,0.071,0.0,-0.6,-2.3,-2.9,-0.2
"121","Kaniel Dickens","PF",29,"CLE",5,12,6.6,0.333,0,0,0,9.8,4.7,12.7,0,6.6,0,11.3,0.0,0,0,0,0.023,0.0,-7.6,1,-6.6,0
"122","Travis Diener","PG",25,"IND",66,1356,12.2,0.494,0.542,0.165,2,7.3,4.6,27.7,1.3,0.2,10.7,16.5,0.0,1.7,0.8,2.5,0.088,0.0,0.2,-2.7,-2.5,-0.2
"123","Ike Diogu","PF",24,"IND",30,305,17.2,0.543,0,0.351,13.3,17.1,15.2,5.7,1.1,0.7,11.4,24.8,0.0,0.4,0.3,0.7,0.115,0.0,-2.1,-3,-5,-0.2
